,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
2021 Census of Population and Housing,,,,,,,,
General Community Profile DataPack Metadata,,,,,,,,
,,,,,,,,
,,Celldescriptors,,,,,,
G8041,M_85y_ov_DUDW_30_h_mo,MALES_85_years_and_over_Did_unpaid_domestic_work_30_hours_or_more,G24A,G24,Did unpaid domestic work: 30 hours or more|MALES,,,
G8042,M_85y_ov_DNUDW,MALES_85_years_and_over_Did_no_unpaid_domestic_work,G24A,G24,Did no unpaid domestic work|MALES,,,
G8043,M_85y_ov_UDW_NS,MALES_85_years_and_over_Unpaid_domestic_work_not_stated,G24A,G24,Unpaid domestic work not stated|MALES,,,
G8044,M_85y_ov_Total,MALES_85_years_and_over_Total,G24A,G24,Total|MALES,,,
G8045,M_Tot_DUDW_LT_5_h,MALES_Total_Did_unpaid_domestic_work_Less_than_5_hours,G24A,G24,Did unpaid domestic work: Less than 5 hours|MALES,,,
G8046,M_Tot_DUDW_5_14_h,MALES_Total_Did_unpaid_domestic_work_5_14_hours,G24A,G24,Did unpaid domestic work: 5-14 hours|MALES,,,
G8047,M_Tot_DUDW_15_29_h,MALES_Total_Did_unpaid_domestic_work_15_29_hours,G24A,G24,Did unpaid domestic work: 15-29 hours|MALES,,,
G8048,M_Tot_DUDW_30_h_mo,MALES_Total_Did_unpaid_domestic_work_30_hours_or_more,G24A,G24,Did unpaid domestic work: 30 hours or more|MALES,,,
G8049,M_Tot_DNUDW,MALES_Total_Did_no_unpaid_domestic_work,G24A,G24,Did no unpaid domestic work|MALES,,,
G8050,M_Tot_UDW_NS,MALES_Total_Unpaid_domestic_work_not_stated,G24A,G24,Unpaid domestic work not stated|MALES,,,
G8051,M_Tot_Total,MALES_Total_Total,G24A,G24,Total|MALES,,,
G8052,F_15_19y_DUDW_LT_5_h,FEMALES_15_19_years_Did_unpaid_domestic_work_Less_than_5_hours,G24A,G24,Did unpaid domestic work: Less than 5 hours|FEMALES,,,
G8053,F_15_19y_DUDW_5_14_h,FEMALES_15_19_years_Did_unpaid_domestic_work_5_14_hours,G24A,G24,Did unpaid domestic work: 5-14 hours|FEMALES,,,
G8054,F_15_19y_DUDW_15_29_h,FEMALES_15_19_years_Did_unpaid_domestic_work_15_29_hours,G24A,G24,Did unpaid domestic work: 15-29 hours|FEMALES,,,
G8055,F_15_19y_DUDW_30_h_mo,FEMALES_15_19_years_Did_unpaid_domestic_work_30_hours_or_more,G24A,G24,Did unpaid domestic work: 30 hours or more|FEMALES,,,
G8056,F_15_19y_DNUDW,FEMALES_15_19_years_Did_no_unpaid_domestic_work,G24A,G24,Did no unpaid domestic work|FEMALES,,,
G8057,F_15_19y_UDW_NS,FEMALES_15_19_years_Unpaid_domestic_work_not_stated,G24A,G24,Unpaid domestic work not stated|FEMALES,,,
G8058,F_15_19y_Total,FEMALES_15_19_years_Total,G24A,G24,Total|FEMALES,,,
G8059,F_20_24y_DUDW_LT_5_h,FEMALES_20_24_years_Did_unpaid_domestic_work_Less_than_5_hours,G24A,G24,Did unpaid domestic work: Less than 5 hours|FEMALES,,,
G8060,F_20_24y_DUDW_5_14_h,FEMALES_20_24_years_Did_unpaid_domestic_work_5_14_hours,G24A,G24,Did unpaid domestic work: 5-14 hours|FEMALES,,,
G8061,F_20_24y_DUDW_15_29_h,FEMALES_20_24_years_Did_unpaid_domestic_work_15_29_hours,G24A,G24,Did unpaid domestic work: 15-29 hours|FEMALES,,,
G8062,F_20_24y_DUDW_30_h_mo,FEMALES_20_24_years_Did_unpaid_domestic_work_30_hours_or_more,G24A,G24,Did unpaid domestic work: 30 hours or more|FEMALES,,,
G8063,F_20_24y_DNUDW,FEMALES_20_24_years_Did_no_unpaid_domestic_work,G24A,G24,Did no unpaid domestic work|FEMALES,,,
G8064,F_20_24y_UDW_NS,FEMALES_20_24_years_Unpaid_domestic_work_not_stated,G24A,G24,Unpaid domestic work not stated|FEMALES,,,
G8065,F_20_24y_Total,FEMALES_20_24_years_Total,G24A,G24,Total|FEMALES,,,
G8066,F_25_34y_DUDW_LT_5_h,FEMALES_25_34_years_Did_unpaid_domestic_work_Less_than_5_hours,G24A,G24,Did unpaid domestic work: Less than 5 hours|FEMALES,,,
G8067,F_25_34y_DUDW_5_14_h,FEMALES_25_34_years_Did_unpaid_domestic_work_5_14_hours,G24A,G24,Did unpaid domestic work: 5-14 hours|FEMALES,,,
G8068,F_25_34y_DUDW_15_29_h,FEMALES_25_34_years_Did_unpaid_domestic_work_15_29_hours,G24A,G24,Did unpaid domestic work: 15-29 hours|FEMALES,,,
G8069,F_25_34y_DUDW_30_h_mo,FEMALES_25_34_years_Did_unpaid_domestic_work_30_hours_or_more,G24A,G24,Did unpaid domestic work: 30 hours or more|FEMALES,,,
G8070,F_25_34y_DNUDW,FEMALES_25_34_years_Did_no_unpaid_domestic_work,G24A,G24,Did no unpaid domestic work|FEMALES,,,
G8071,F_25_34y_UDW_NS,FEMALES_25_34_years_Unpaid_domestic_work_not_stated,G24A,G24,Unpaid domestic work not stated|FEMALES,,,
G8072,F_25_34y_Total,FEMALES_25_34_years_Total,G24A,G24,Total|FEMALES,,,
G8073,F_35_44y_DUDW_LT_5_h,FEMALES_35_44_years_Did_unpaid_domestic_work_Less_than_5_hours,G24A,G24,Did unpaid domestic work: Less than 5 hours|FEMALES,,,
G8074,F_35_44y_DUDW_5_14_h,FEMALES_35_44_years_Did_unpaid_domestic_work_5_14_hours,G24A,G24,Did unpaid domestic work: 5-14 hours|FEMALES,,,
G8075,F_35_44y_DUDW_15_29_h,FEMALES_35_44_years_Did_unpaid_domestic_work_15_29_hours,G24A,G24,Did unpaid domestic work: 15-29 hours|FEMALES,,,
G8076,F_35_44y_DUDW_30_h_mo,FEMALES_35_44_years_Did_unpaid_domestic_work_30_hours_or_more,G24A,G24,Did unpaid domestic work: 30 hours or more|FEMALES,,,
G8077,F_35_44y_DNUDW,FEMALES_35_44_years_Did_no_unpaid_domestic_work,G24A,G24,Did no unpaid domestic work|FEMALES,,,
G8078,F_35_44y_UDW_NS,FEMALES_35_44_years_Unpaid_domestic_work_not_stated,G24A,G24,Unpaid domestic work not stated|FEMALES,,,
G8079,F_35_44y_Total,FEMALES_35_44_years_Total,G24A,G24,Total|FEMALES,,,
G8080,F_45_54y_DUDW_LT_5_h,FEMALES_45_54_years_Did_unpaid_domestic_work_Less_than_5_hours,G24A,G24,Did unpaid domestic work: Less than 5 hours|FEMALES,,,
G8081,F_45_54y_DUDW_5_14_h,FEMALES_45_54_years_Did_unpaid_domestic_work_5_14_hours,G24A,G24,Did unpaid domestic work: 5-14 hours|FEMALES,,,
G8082,F_45_54y_DUDW_15_29_h,FEMALES_45_54_years_Did_unpaid_domestic_work_15_29_hours,G24A,G24,Did unpaid domestic work: 15-29 hours|FEMALES,,,
G8083,F_45_54y_DUDW_30_h_mo,FEMALES_45_54_years_Did_unpaid_domestic_work_30_hours_or_more,G24A,G24,Did unpaid domestic work: 30 hours or more|FEMALES,,,
G8084,F_45_54y_DNUDW,FEMALES_45_54_years_Did_no_unpaid_domestic_work,G24A,G24,Did no unpaid domestic work|FEMALES,,,
G8085,F_45_54y_UDW_NS,FEMALES_45_54_years_Unpaid_domestic_work_not_stated,G24A,G24,Unpaid domestic work not stated|FEMALES,,,
G8086,F_45_54y_Total,FEMALES_45_54_years_Total,G24A,G24,Total|FEMALES,,,
G8087,F_55_64y_DUDW_LT_5_h,FEMALES_55_64_years_Did_unpaid_domestic_work_Less_than_5_hours,G24A,G24,Did unpaid domestic work: Less than 5 hours|FEMALES,,,
G8088,F_55_64y_DUDW_5_14_h,FEMALES_55_64_years_Did_unpaid_domestic_work_5_14_hours,G24A,G24,Did unpaid domestic work: 5-14 hours|FEMALES,,,
G8089,F_55_64y_DUDW_15_29_h,FEMALES_55_64_years_Did_unpaid_domestic_work_15_29_hours,G24A,G24,Did unpaid domestic work: 15-29 hours|FEMALES,,,
G8090,F_55_64y_DUDW_30_h_mo,FEMALES_55_64_years_Did_unpaid_domestic_work_30_hours_or_more,G24A,G24,Did unpaid domestic work: 30 hours or more|FEMALES,,,
G8091,F_55_64y_DNUDW,FEMALES_55_64_years_Did_no_unpaid_domestic_work,G24A,G24,Did no unpaid domestic work|FEMALES,,,
G8092,F_55_64y_UDW_NS,FEMALES_55_64_years_Unpaid_domestic_work_not_stated,G24A,G24,Unpaid domestic work not stated|FEMALES,,,
G8093,F_55_64y_Total,FEMALES_55_64_years_Total,G24A,G24,Total|FEMALES,,,
G8094,F_65_74y_DUDW_LT_5_h,FEMALES_65_74_years_Did_unpaid_domestic_work_Less_than_5_hours,G24A,G24,Did unpaid domestic work: Less than 5 hours|FEMALES,,,
G8095,F_65_74y_DUDW_5_14_h,FEMALES_65_74_years_Did_unpaid_domestic_work_5_14_hours,G24A,G24,Did unpaid domestic work: 5-14 hours|FEMALES,,,
G8096,F_65_74y_DUDW_15_29_h,FEMALES_65_74_years_Did_unpaid_domestic_work_15_29_hours,G24A,G24,Did unpaid domestic work: 15-29 hours|FEMALES,,,
G8097,F_65_74y_DUDW_30_h_mo,FEMALES_65_74_years_Did_unpaid_domestic_work_30_hours_or_more,G24A,G24,Did unpaid domestic work: 30 hours or more|FEMALES,,,
G8098,F_65_74y_DNUDW,FEMALES_65_74_years_Did_no_unpaid_domestic_work,G24A,G24,Did no unpaid domestic work|FEMALES,,,
G8099,F_65_74y_UDW_NS,FEMALES_65_74_years_Unpaid_domestic_work_not_stated,G24A,G24,Unpaid domestic work not stated|FEMALES,,,
G8100,F_65_74y_Total,FEMALES_65_74_years_Total,G24A,G24,Total|FEMALES,,,
G8101,F_75_84y_DUDW_LT_5_h,FEMALES_75_84_years_Did_unpaid_domestic_work_Less_than_5_hours,G24A,G24,Did unpaid domestic work: Less than 5 hours|FEMALES,,,
G8102,F_75_84y_DUDW_5_14_h,FEMALES_75_84_years_Did_unpaid_domestic_work_5_14_hours,G24A,G24,Did unpaid domestic work: 5-14 hours|FEMALES,,,
G8103,F_75_84y_DUDW_15_29_h,FEMALES_75_84_years_Did_unpaid_domestic_work_15_29_hours,G24A,G24,Did unpaid domestic work: 15-29 hours|FEMALES,,,
G8104,F_75_84y_DUDW_30_h_mo,FEMALES_75_84_years_Did_unpaid_domestic_work_30_hours_or_more,G24A,G24,Did unpaid domestic work: 30 hours or more|FEMALES,,,
G8105,F_75_84y_DNUDW,FEMALES_75_84_years_Did_no_unpaid_domestic_work,G24A,G24,Did no unpaid domestic work|FEMALES,,,
G8106,F_75_84y_UDW_NS,FEMALES_75_84_years_Unpaid_domestic_work_not_stated,G24A,G24,Unpaid domestic work not stated|FEMALES,,,
G8107,F_75_84y_Total,FEMALES_75_84_years_Total,G24A,G24,Total|FEMALES,,,
G8108,F_85y_ov_DUDW_LT_5_h,FEMALES_85_years_and_over_Did_unpaid_domestic_work_Less_than_5_hours,G24A,G24,Did unpaid domestic work: Less than 5 hours|FEMALES,,,
G8109,F_85y_ov_DUDW_5_14_h,FEMALES_85_years_and_over_Did_unpaid_domestic_work_5_14_hours,G24A,G24,Did unpaid domestic work: 5-14 hours|FEMALES,,,
G8110,F_85y_ov_DUDW_15_29_h,FEMALES_85_years_and_over_Did_unpaid_domestic_work_15_29_hours,G24A,G24,Did unpaid domestic work: 15-29 hours|FEMALES,,,
G8111,F_85y_ov_DUDW_30_h_mo,FEMALES_85_years_and_over_Did_unpaid_domestic_work_30_hours_or_more,G24A,G24,Did unpaid domestic work: 30 hours or more|FEMALES,,,
G8112,F_85y_ov_DNUDW,FEMALES_85_years_and_over_Did_no_unpaid_domestic_work,G24A,G24,Did no unpaid domestic work|FEMALES,,,
G8113,F_85y_ov_UDW_NS,FEMALES_85_years_and_over_Unpaid_domestic_work_not_stated,G24A,G24,Unpaid domestic work not stated|FEMALES,,,
G8114,F_85y_ov_Total,FEMALES_85_years_and_over_Total,G24A,G24,Total|FEMALES,,,
G8115,F_Tot_DUDW_LT_5_h,FEMALES_Total_Did_unpaid_domestic_work_Less_than_5_hours,G24A,G24,Did unpaid domestic work: Less than 5 hours|FEMALES,,,
G8116,F_Tot_DUDW_5_14_h,FEMALES_Total_Did_unpaid_domestic_work_5_14_hours,G24A,G24,Did unpaid domestic work: 5-14 hours|FEMALES,,,
G8117,F_Tot_DUDW_15_29_h,FEMALES_Total_Did_unpaid_domestic_work_15_29_hours,G24A,G24,Did unpaid domestic work: 15-29 hours|FEMALES,,,
G8118,F_Tot_DUDW_30_h_mo,FEMALES_Total_Did_unpaid_domestic_work_30_hours_or_more,G24A,G24,Did unpaid domestic work: 30 hours or more|FEMALES,,,
G8119,F_Tot_DNUDW,FEMALES_Total_Did_no_unpaid_domestic_work,G24A,G24,Did no unpaid domestic work|FEMALES,,,
G8120,F_Tot_UDW_NS,FEMALES_Total_Unpaid_domestic_work_not_stated,G24A,G24,Unpaid domestic work not stated|FEMALES,,,
G8121,F_Tot_Total,FEMALES_Total_Total,G24A,G24,Total|FEMALES,,,
G8122,P_15_19y_DUDW_LT_5_h,PERSONS_15_19_years_Did_unpaid_domestic_work_Less_than_5_hours,G24A,G24,Did unpaid domestic work: Less than 5 hours|PERSONS,,,
G8123,P_15_19y_DUDW_5_14_h,PERSONS_15_19_years_Did_unpaid_domestic_work_5_14_hours,G24A,G24,Did unpaid domestic work: 5-14 hours|PERSONS,,,
G8124,P_15_19y_DUDW_15_29_h,PERSONS_15_19_years_Did_unpaid_domestic_work_15_29_hours,G24A,G24,Did unpaid domestic work: 15-29 hours|PERSONS,,,
G8125,P_15_19y_DUDW_30_h_mo,PERSONS_15_19_years_Did_unpaid_domestic_work_30_hours_or_more,G24A,G24,Did unpaid domestic work: 30 hours or more|PERSONS,,,
G8126,P_15_19y_DNUDW,PERSONS_15_19_years_Did_no_unpaid_domestic_work,G24A,G24,Did no unpaid domestic work|PERSONS,,,
G8127,P_15_19y_UDW_NS,PERSONS_15_19_years_Unpaid_domestic_work_not_stated,G24A,G24,Unpaid domestic work not stated|PERSONS,,,
G8128,P_15_19y_Total,PERSONS_15_19_years_Total,G24A,G24,Total|PERSONS,,,
G8129,P_20_24y_DUDW_LT_5_h,PERSONS_20_24_years_Did_unpaid_domestic_work_Less_than_5_hours,G24A,G24,Did unpaid domestic work: Less than 5 hours|PERSONS,,,
G8130,P_20_24y_DUDW_5_14_h,PERSONS_20_24_years_Did_unpaid_domestic_work_5_14_hours,G24A,G24,Did unpaid domestic work: 5-14 hours|PERSONS,,,
G8131,P_20_24y_DUDW_15_29_h,PERSONS_20_24_years_Did_unpaid_domestic_work_15_29_hours,G24A,G24,Did unpaid domestic work: 15-29 hours|PERSONS,,,
G8132,P_20_24y_DUDW_30_h_mo,PERSONS_20_24_years_Did_unpaid_domestic_work_30_hours_or_more,G24A,G24,Did unpaid domestic work: 30 hours or more|PERSONS,,,
G8133,P_20_24y_DNUDW,PERSONS_20_24_years_Did_no_unpaid_domestic_work,G24A,G24,Did no unpaid domestic work|PERSONS,,,
G8134,P_20_24y_UDW_NS,PERSONS_20_24_years_Unpaid_domestic_work_not_stated,G24A,G24,Unpaid domestic work not stated|PERSONS,,,
G8135,P_20_24y_Total,PERSONS_20_24_years_Total,G24A,G24,Total|PERSONS,,,
G8136,P_25_34y_DUDW_LT_5_h,PERSONS_25_34_years_Did_unpaid_domestic_work_Less_than_5_hours,G24A,G24,Did unpaid domestic work: Less than 5 hours|PERSONS,,,
G8137,P_25_34y_DUDW_5_14_h,PERSONS_25_34_years_Did_unpaid_domestic_work_5_14_hours,G24A,G24,Did unpaid domestic work: 5-14 hours|PERSONS,,,
G8138,P_25_34y_DUDW_15_29_h,PERSONS_25_34_years_Did_unpaid_domestic_work_15_29_hours,G24A,G24,Did unpaid domestic work: 15-29 hours|PERSONS,,,
G8139,P_25_34y_DUDW_30_h_mo,PERSONS_25_34_years_Did_unpaid_domestic_work_30_hours_or_more,G24A,G24,Did unpaid domestic work: 30 hours or more|PERSONS,,,
G8140,P_25_34y_DNUDW,PERSONS_25_34_years_Did_no_unpaid_domestic_work,G24A,G24,Did no unpaid domestic work|PERSONS,,,
G8141,P_25_34y_UDW_NS,PERSONS_25_34_years_Unpaid_domestic_work_not_stated,G24A,G24,Unpaid domestic work not stated|PERSONS,,,
G8142,P_25_34y_Total,PERSONS_25_34_years_Total,G24A,G24,Total|PERSONS,,,
G8143,P_35_44y_DUDW_LT_5_h,PERSONS_35_44_years_Did_unpaid_domestic_work_Less_than_5_hours,G24A,G24,Did unpaid domestic work: Less than 5 hours|PERSONS,,,
G8144,P_35_44y_DUDW_5_14_h,PERSONS_35_44_years_Did_unpaid_domestic_work_5_14_hours,G24A,G24,Did unpaid domestic work: 5-14 hours|PERSONS,,,
G8145,P_35_44y_DUDW_15_29_h,PERSONS_35_44_years_Did_unpaid_domestic_work_15_29_hours,G24A,G24,Did unpaid domestic work: 15-29 hours|PERSONS,,,
G8146,P_35_44y_DUDW_30_h_mo,PERSONS_35_44_years_Did_unpaid_domestic_work_30_hours_or_more,G24A,G24,Did unpaid domestic work: 30 hours or more|PERSONS,,,
G8147,P_35_44y_DNUDW,PERSONS_35_44_years_Did_no_unpaid_domestic_work,G24A,G24,Did no unpaid domestic work|PERSONS,,,
G8148,P_35_44y_UDW_NS,PERSONS_35_44_years_Unpaid_domestic_work_not_stated,G24A,G24,Unpaid domestic work not stated|PERSONS,,,
G8149,P_35_44y_Total,PERSONS_35_44_years_Total,G24A,G24,Total|PERSONS,,,
G8150,P_45_54y_DUDW_LT_5_h,PERSONS_45_54_years_Did_unpaid_domestic_work_Less_than_5_hours,G24A,G24,Did unpaid domestic work: Less than 5 hours|PERSONS,,,
G8151,P_45_54y_DUDW_5_14_h,PERSONS_45_54_years_Did_unpaid_domestic_work_5_14_hours,G24A,G24,Did unpaid domestic work: 5-14 hours|PERSONS,,,
G8152,P_45_54y_DUDW_15_29_h,PERSONS_45_54_years_Did_unpaid_domestic_work_15_29_hours,G24A,G24,Did unpaid domestic work: 15-29 hours|PERSONS,,,
G8153,P_45_54y_DUDW_30_h_mo,PERSONS_45_54_years_Did_unpaid_domestic_work_30_hours_or_more,G24A,G24,Did unpaid domestic work: 30 hours or more|PERSONS,,,
G8154,P_45_54y_DNUDW,PERSONS_45_54_years_Did_no_unpaid_domestic_work,G24A,G24,Did no unpaid domestic work|PERSONS,,,
G8155,P_45_54y_UDW_NS,PERSONS_45_54_years_Unpaid_domestic_work_not_stated,G24A,G24,Unpaid domestic work not stated|PERSONS,,,
G8156,P_45_54y_Total,PERSONS_45_54_years_Total,G24A,G24,Total|PERSONS,,,
G8157,P_55_64y_DUDW_LT_5_h,PERSONS_55_64_years_Did_unpaid_domestic_work_Less_than_5_hours,G24A,G24,Did unpaid domestic work: Less than 5 hours|PERSONS,,,
G8158,P_55_64y_DUDW_5_14_h,PERSONS_55_64_years_Did_unpaid_domestic_work_5_14_hours,G24A,G24,Did unpaid domestic work: 5-14 hours|PERSONS,,,
G8159,P_55_64y_DUDW_15_29_h,PERSONS_55_64_years_Did_unpaid_domestic_work_15_29_hours,G24A,G24,Did unpaid domestic work: 15-29 hours|PERSONS,,,
G8160,P_55_64y_DUDW_30_h_mo,PERSONS_55_64_years_Did_unpaid_domestic_work_30_hours_or_more,G24A,G24,Did unpaid domestic work: 30 hours or more|PERSONS,,,
G8161,P_55_64y_DNUDW,PERSONS_55_64_years_Did_no_unpaid_domestic_work,G24A,G24,Did no unpaid domestic work|PERSONS,,,
G8162,P_55_64y_UDW_NS,PERSONS_55_64_years_Unpaid_domestic_work_not_stated,G24A,G24,Unpaid domestic work not stated|PERSONS,,,
G8163,P_55_64y_Total,PERSONS_55_64_years_Total,G24A,G24,Total|PERSONS,,,
G8164,P_65_74y_DUDW_LT_5_h,PERSONS_65_74_years_Did_unpaid_domestic_work_Less_than_5_hours,G24A,G24,Did unpaid domestic work: Less than 5 hours|PERSONS,,,
G8165,P_65_74y_DUDW_5_14_h,PERSONS_65_74_years_Did_unpaid_domestic_work_5_14_hours,G24A,G24,Did unpaid domestic work: 5-14 hours|PERSONS,,,
G8166,P_65_74y_DUDW_15_29_h,PERSONS_65_74_years_Did_unpaid_domestic_work_15_29_hours,G24A,G24,Did unpaid domestic work: 15-29 hours|PERSONS,,,
G8167,P_65_74y_DUDW_30_h_mo,PERSONS_65_74_years_Did_unpaid_domestic_work_30_hours_or_more,G24A,G24,Did unpaid domestic work: 30 hours or more|PERSONS,,,
G8168,P_65_74y_DNUDW,PERSONS_65_74_years_Did_no_unpaid_domestic_work,G24A,G24,Did no unpaid domestic work|PERSONS,,,
G8169,P_65_74y_UDW_NS,PERSONS_65_74_years_Unpaid_domestic_work_not_stated,G24A,G24,Unpaid domestic work not stated|PERSONS,,,
G8170,P_65_74y_Total,PERSONS_65_74_years_Total,G24A,G24,Total|PERSONS,,,
G8171,P_75_84y_DUDW_LT_5_h,PERSONS_75_84_years_Did_unpaid_domestic_work_Less_than_5_hours,G24A,G24,Did unpaid domestic work: Less than 5 hours|PERSONS,,,
G8172,P_75_84y_DUDW_5_14_h,PERSONS_75_84_years_Did_unpaid_domestic_work_5_14_hours,G24A,G24,Did unpaid domestic work: 5-14 hours|PERSONS,,,
G8173,P_75_84y_DUDW_15_29_h,PERSONS_75_84_years_Did_unpaid_domestic_work_15_29_hours,G24A,G24,Did unpaid domestic work: 15-29 hours|PERSONS,,,
G8174,P_75_84y_DUDW_30_h_mo,PERSONS_75_84_years_Did_unpaid_domestic_work_30_hours_or_more,G24A,G24,Did unpaid domestic work: 30 hours or more|PERSONS,,,
G8175,P_75_84y_DNUDW,PERSONS_75_84_years_Did_no_unpaid_domestic_work,G24A,G24,Did no unpaid domestic work|PERSONS,,,
G8176,P_75_84y_UDW_NS,PERSONS_75_84_years_Unpaid_domestic_work_not_stated,G24A,G24,Unpaid domestic work not stated|PERSONS,,,
G8177,P_75_84y_Total,PERSONS_75_84_years_Total,G24A,G24,Total|PERSONS,,,
G8178,P_85y_ov_DUDW_LT_5_h,PERSONS_85_years_and_over_Did_unpaid_domestic_work_Less_than_5_hours,G24A,G24,Did unpaid domestic work: Less than 5 hours|PERSONS,,,
G8179,P_85y_ov_DUDW_5_14_h,PERSONS_85_years_and_over_Did_unpaid_domestic_work_5_14_hours,G24A,G24,Did unpaid domestic work: 5-14 hours|PERSONS,,,
G8180,P_85y_ov_DUDW_15_29_h,PERSONS_85_years_and_over_Did_unpaid_domestic_work_15_29_hours,G24A,G24,Did unpaid domestic work: 15-29 hours|PERSONS,,,
G8181,P_85y_ov_DUDW_30_h_mo,PERSONS_85_years_and_over_Did_unpaid_domestic_work_30_hours_or_more,G24A,G24,Did unpaid domestic work: 30 hours or more|PERSONS,,,
G8182,P_85y_ov_DNUDW,PERSONS_85_years_and_over_Did_no_unpaid_domestic_work,G24B,G24,Did no unpaid domestic work|PERSONS,,,
G8183,P_85y_ov_UDW_NS,PERSONS_85_years_and_over_Unpaid_domestic_work_not_stated,G24B,G24,Unpaid domestic work not stated|PERSONS,,,
G8184,P_85y_ov_Total,PERSONS_85_years_and_over_Total,G24B,G24,Total|PERSONS,,,
G8185,P_Tot_DUDW_LT_5_h,PERSONS_Total_Did_unpaid_domestic_work_Less_than_5_hours,G24B,G24,Did unpaid domestic work: Less than 5 hours|PERSONS,,,
G8186,P_Tot_DUDW_5_14_h,PERSONS_Total_Did_unpaid_domestic_work_5_14_hours,G24B,G24,Did unpaid domestic work: 5-14 hours|PERSONS,,,
G8187,P_Tot_DUDW_15_29_h,PERSONS_Total_Did_unpaid_domestic_work_15_29_hours,G24B,G24,Did unpaid domestic work: 15-29 hours|PERSONS,,,
G8188,P_Tot_DUDW_30_h_mo,PERSONS_Total_Did_unpaid_domestic_work_30_hours_or_more,G24B,G24,Did unpaid domestic work: 30 hours or more|PERSONS,,,
G8189,P_Tot_DNUDW,PERSONS_Total_Did_no_unpaid_domestic_work,G24B,G24,Did no unpaid domestic work|PERSONS,,,
G8190,P_Tot_UDW_NS,PERSONS_Total_Unpaid_domestic_work_not_stated,G24B,G24,Unpaid domestic work not stated|PERSONS,,,
G8191,P_Tot_Total,PERSONS_Total_Total,G24B,G24,Total|PERSONS,,,
G8192,M_15_19_Prvided_unpaid_assist,MALES_15_19_years_Provided_unpaid_assistance,G25,G25,Provided unpaid assistance|MALES,,,
G8193,M_15_19_No_unpad_asst_prvided,MALES_15_19_years_No_unpaid_assistance_provided,G25,G25,No unpaid assistance provided|MALES,,,
G8194,M_15_19_Unpaid_assist_ns,MALES_15_19_years_Unpaid_assistance_not_stated,G25,G25,Unpaid assistance not stated|MALES,,,
G8195,M_15_19_Tot,MALES_15_19_years_Total,G25,G25,Total|MALES,,,
G8196,M_20_24_Prvided_unpaid_assist,MALES_20_24_years_Provided_unpaid_assistance,G25,G25,Provided unpaid assistance|MALES,,,
G8197,M_20_24_No_unpad_asst_prvided,MALES_20_24_years_No_unpaid_assistance_provided,G25,G25,No unpaid assistance provided|MALES,,,
G8198,M_20_24_Unpaid_assist_ns,MALES_20_24_years_Unpaid_assistance_not_stated,G25,G25,Unpaid assistance not stated|MALES,,,
G8199,M_20_24_Tot,MALES_20_24_years_Total,G25,G25,Total|MALES,,,
G8200,M_25_34_Prvided_unpaid_assist,MALES_25_34_years_Provided_unpaid_assistance,G25,G25,Provided unpaid assistance|MALES,,,
G8201,M_25_34_No_unpad_asst_prvided,MALES_25_34_years_No_unpaid_assistance_provided,G25,G25,No unpaid assistance provided|MALES,,,
G8202,M_25_34_Unpaid_assist_ns,MALES_25_34_years_Unpaid_assistance_not_stated,G25,G25,Unpaid assistance not stated|MALES,,,
G8203,M_25_34_Tot,MALES_25_34_years_Total,G25,G25,Total|MALES,,,
G8204,M_35_44_Prvided_unpaid_assist,MALES_35_44_years_Provided_unpaid_assistance,G25,G25,Provided unpaid assistance|MALES,,,
G8205,M_35_44_No_unpad_asst_prvided,MALES_35_44_years_No_unpaid_assistance_provided,G25,G25,No unpaid assistance provided|MALES,,,
G8206,M_35_44_Unpaid_assist_ns,MALES_35_44_years_Unpaid_assistance_not_stated,G25,G25,Unpaid assistance not stated|MALES,,,
G8207,M_35_44_Tot,MALES_35_44_years_Total,G25,G25,Total|MALES,,,
G8208,M_45_54_Prvided_unpaid_assist,MALES_45_54_years_Provided_unpaid_assistance,G25,G25,Provided unpaid assistance|MALES,,,
G8209,M_45_54_No_unpad_asst_prvided,MALES_45_54_years_No_unpaid_assistance_provided,G25,G25,No unpaid assistance provided|MALES,,,
G8210,M_45_54_Unpaid_assist_ns,MALES_45_54_years_Unpaid_assistance_not_stated,G25,G25,Unpaid assistance not stated|MALES,,,
G8211,M_45_54_Tot,MALES_45_54_years_Total,G25,G25,Total|MALES,,,
G8212,M_55_64_Prvided_unpaid_assist,MALES_55_64_years_Provided_unpaid_assistance,G25,G25,Provided unpaid assistance|MALES,,,
G8213,M_55_64_No_unpad_asst_prvided,MALES_55_64_years_No_unpaid_assistance_provided,G25,G25,No unpaid assistance provided|MALES,,,
G8214,M_55_64_Unpaid_assist_ns,MALES_55_64_years_Unpaid_assistance_not_stated,G25,G25,Unpaid assistance not stated|MALES,,,
G8215,M_55_64_Tot,MALES_55_64_years_Total,G25,G25,Total|MALES,,,
G8216,M_65_74_Prvided_unpaid_assist,MALES_65_74_years_Provided_unpaid_assistance,G25,G25,Provided unpaid assistance|MALES,,,
G8217,M_65_74_No_unpad_asst_prvided,MALES_65_74_years_No_unpaid_assistance_provided,G25,G25,No unpaid assistance provided|MALES,,,
G8218,M_65_74_Unpaid_assist_ns,MALES_65_74_years_Unpaid_assistance_not_stated,G25,G25,Unpaid assistance not stated|MALES,,,
G8219,M_65_74_Tot,MALES_65_74_years_Total,G25,G25,Total|MALES,,,
